SEOFold = ./Bmap
V0 = 300000.0
acc_phi_paint = 0.0
acc_phi_acc = 30.0
turn_ramp_start = 1000
turn_ramp_end = 2500
gap_azimuth = [90]
rf_shift = [0]
gap_width = 1.0
E_rmin = 10.0
E_rmax = 12.5
harmonic = 1
dt_uniform = 1.569042e-07
#Time (s)        Frequency (Hz)  Energy (MeV)
-2.00000000e-07	2.78955814e+06	3.00000000e+02
-4.30958004e-08	2.78955814e+06	3.00000000e+02
1.13808399e-07	2.78955814e+06	3.00000000e+02
2.70712599e-07	2.78955814e+06	3.00000000e+02
4.27616798e-07	2.78955814e+06	3.00000000e+02
5.84520998e-07	2.78955814e+06	3.00000000e+02
7.41425197e-07	2.78955814e+06	3.00000000e+02
8.98329397e-07	2.78955814e+06	3.00000000e+02
1.05523360e-06	2.78955814e+06	3.00000000e+02
1.21213780e-06	2.78955814e+06	3.00000000e+02
1.36904200e-06	2.78955814e+06	3.00000000e+02
1.52594620e-06	2.78955814e+06	3.00000000e+02
1.68285039e-06	2.78955814e+06	3.00000000e+02
1.83975459e-06	2.78955814e+06	3.00000000e+02
1.99665879e-06	2.78955814e+06	3.00000000e+02
2.15356299e-06	2.78955814e+06	3.00000000e+02
2.31046719e-06	2.78955814e+06	3.00000000e+02
2.46737139e-06	2.78955814e+06	3.00000000e+02
2.62427559e-06	2.78955814e+06	3.00000000e+02
2.78117979e-06	2.78955814e+06	3.00000000e+02
2.93808399e-06	2.78955814e+06	3.00000000e+02
3.09498819e-06	2.78955814e+06	3.00000000e+02
3.25189239e-06	2.78955814e+06	3.00000000e+02
3.40879659e-06	2.78955814e+06	3.00000000e+02
3.56570079e-06	2.78955814e+06	3.00000000e+02
3.72260499e-06	2.78955814e+06	3.00000000e+02
3.87950919e-06	2.78955814e+06	3.00000000e+02
4.03641339e-06	2.78955814e+06	3.00000000e+02
4.19331759e-06	2.78955814e+06	3.00000000e+02
4.35022179e-06	2.78955814e+06	3.00000000e+02
4.50712599e-06	2.78955814e+06	3.00000000e+02
4.66403019e-06	2.78955814e+06	3.00000000e+02
4.82093439e-06	2.78955814e+06	3.00000000e+02
4.97783859e-06	2.78955814e+06	3.00000000e+02
5.13474278e-06	2.78955814e+06	3.00000000e+02
5.29164698e-06	2.78955814e+06	3.00000000e+02
5.44855118e-06	2.78955814e+06	3.00000000e+02
5.60545538e-06	2.78955814e+06	3.00000000e+02
5.76235958e-06	2.78955814e+06	3.00000000e+02
5.91926378e-06	2.78955814e+06	3.00000000e+02
6.07616798e-06	2.78955814e+06	3.00000000e+02
6.23307218e-06	2.78955814e+06	3.00000000e+02
6.38997638e-06	2.78955814e+06	3.00000000e+02
6.54688058e-06	2.78955814e+06	3.00000000e+02
6.70378478e-06	2.78955814e+06	3.00000000e+02
6.86068898e-06	2.78955814e+06	3.00000000e+02
7.01759318e-06	2.78955814e+06	3.00000000e+02
7.17449738e-06	2.78955814e+06	3.00000000e+02
7.33140158e-06	2.78955814e+06	3.00000000e+02
7.48830578e-06	2.78955814e+06	3.00000000e+02
7.64520998e-06	2.78955814e+06	3.00000000e+02
7.80211418e-06	2.78955814e+06	3.00000000e+02
7.95901838e-06	2.78955814e+06	3.00000000e+02
8.11592258e-06	2.78955814e+06	3.00000000e+02
8.27282678e-06	2.78955814e+06	3.00000000e+02
8.42973098e-06	2.78955814e+06	3.00000000e+02
8.58663517e-06	2.78955814e+06	3.00000000e+02
8.74353937e-06	2.78955814e+06	3.00000000e+02
8.90044357e-06	2.78955814e+06	3.00000000e+02
9.05734777e-06	2.78955814e+06	3.00000000e+02
9.21425197e-06	2.78955814e+06	3.00000000e+02
9.37115617e-06	2.78955814e+06	3.00000000e+02
9.52806037e-06	2.78955814e+06	3.00000000e+02
9.68496457e-06	2.78955814e+06	3.00000000e+02
9.84186877e-06	2.78955814e+06	3.00000000e+02
9.99877297e-06	2.78955814e+06	3.00000000e+02
1.01556772e-05	2.78955814e+06	3.00000000e+02
1.03125814e-05	2.78955814e+06	3.00000000e+02
1.04694856e-05	2.78955814e+06	3.00000000e+02
1.06263898e-05	2.78955814e+06	3.00000000e+02
1.07832940e-05	2.78955814e+06	3.00000000e+02
1.09401982e-05	2.78955814e+06	3.00000000e+02
1.10971024e-05	2.78955814e+06	3.00000000e+02
1.12540066e-05	2.78955814e+06	3.00000000e+02
1.14109108e-05	2.78955814e+06	3.00000000e+02
